compa_ratio,compa_ratio_range,cost_center,country,current_rating,employee_id,ethnicity,gender,generation,high_performer,high_potential,hiring_source,is_leader,is_manager,job_family_group,job_level,job_profile,legal_full_name,length_of_service,location,management_level,manager_id,org_level_1,org_level_2,org_level_3,org_level_4,org_level_5,region,single_job_family,supervisory_org,tenure_category,total_compensation,age
0.909,Below Compa-Ratio,EMEA - United Kingdom,United Kingdom,4 - Exceeds Expectations,5751,White,Female,Generation Z (1997 and onwards),False,False,Referral,False,False,Development,P1,IT - Product Development - P1 Business Analytics,Carol Todd,1.066,London,Individual Contributor,2070,Shareholders,Board,Technology & IT,IT,Systems,EMEA,IT - Product Development,Systems,01-02 Years,40000,22.0
1.012,At Compa-Ratio,AMER - Canada,Canada,1 - Unsatisfactory,5752,White,Male,Generation Y/Millenials (1981-1996),False,False,Linkedin,False,False,Executive,P4,Board Management - Senior Board Associate,Timothy Burns,6.74,Toronto,Vice President,2818,Shareholders,Board,,,,AMER,Board Management,Board,05-10 Years,111300,36.0
1.631,Above Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,5753,White,Male,Generation X (1965-1980),False,False,Internal,False,False,Executive,P5,Board Management - Principal Board Associate,Robert Clay Jr.,18.422,Toronto,Vice President,4513,Shareholders,Board,,,,AMER,Board Management,Board,15+ Years,248800,46.0
1.0,At Compa-Ratio,EMEA - United Kingdom,United Kingdom,3 - Meets Expectations,5754,White,Male,Generation Y/Millenials (1981-1996),False,True,Recruiter,False,False,Sales,P2,Sales - Direct Sales - P2 Direct Sales Representative,Dave Johnston,6.723,London,Individual Contributor,5626,Shareholders,Board,Sales,Customer Care,,EMEA,Sales - Direct Sales,Customer Care,05-10 Years,54000,28.0
1.069,Above Compa-Ratio,EMEA - France,France,4 - Exceeds Expectations,5755,White,Male,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Development,P3,IT - Product Development - P3 QA,Michael Michael,0.416,Paris,Individual Contributor,3192,Shareholders,Board,Technology & IT,Technology,Product,EMEA,IT - Product Development,Product,00-01 Years,66300,30.0
1.477,Above Compa-Ratio,EMEA - France,France,4 - Exceeds Expectations,5756,White,Female,Generation Y/Millenials (1981-1996),False,False,Linkedin,False,False,Development,P4,IT - Product Development - Senior QA,Kristie Martin,2.203,Paris,Individual Contributor,2174,Shareholders,Board,Technology & IT,Technology,Quality Assurance,EMEA,IT - Product Development,Quality Assurance,02-05 Years,130000,35.0
1.328,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,5 - Outstanding Performance,5757,Asian,Male,Generation Y/Millenials (1981-1996),True,False,Referral,False,False,Development,P5,IT - Product Development - Principal Software Engineer,William Armstrong,18.627,Singapore,Individual Contributor,4325,Shareholders,Board,Technology & IT,Technology,Quality Assurance,APAC,IT - Product Development,Quality Assurance,15+ Years,141800,41.0
0.778,Below Compa-Ratio,EMEA - France,France,2 - Needs Improvement,5758,White,Female,Generation X (1965-1980),False,False,Referral,False,True,Development,M3,IT - Product Management - Manager,Cheryl Short,21.682,Marseille,Manager,5360,Shareholders,Board,Technology & IT,Technology,,EMEA,IT - Product Management,Technology,15+ Years,113600,51.0
1.547,Above Compa-Ratio,AMER - United States of America,United States of America,5 - Outstanding Performance,5759,American Indian or Alaska Native,Male,Generation X (1965-1980),True,False,Referral,True,True,Executive,M8,Board Management - Executive Vice President,Andrew White,11.921,San Francisco,Executive Vice President,2052,Shareholders,Board,,,,AMER,Board Management,Board,10-15 Years,657400,53.0
1.296,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,2 - Needs Improvement,5760,Asian,Female,Generation Y/Millenials (1981-1996),False,True,Linkedin,False,False,Sales,P4,Sales - Direct Sales - Senior Direct Sales Representative,Christina Phillips,9.877,Singapore,Individual Contributor,5241,Shareholders,Board,Sales,,,APAC,Sales - Direct Sales,Sales,05-10 Years,99800,36.0
1.163,Above Compa-Ratio,EMEA - France,France,4 - Exceeds Expectations,5761,White,Male,Generation X (1965-1980),False,False,Corporate Website,False,False,Executive,P5,Executive Management - Principal Operations Executive,Jerry Montgomery,26.499,Nice,Vice President,2019,Shareholders,,,,,EMEA,Executive Management,Shareholders,15+ Years,141900,58.0
1.371,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,1 - Unsatisfactory,5762,Asian,Male,Generation X (1965-1980),False,True,Recruiter,False,False,Executive,P5,Executive Management - Principal Operations Executive,Nicholas Ramsey,10.195,Daegu,Individual Contributor,5287,Shareholders,,,,,APAC,Executive Management,Shareholders,10-15 Years,146400,46.0
1.382,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,1 - Unsatisfactory,5763,Asian,Female,Generation X (1965-1980),False,False,Recruiter,False,False,Development,P5,IT - Product Development - Principal QA,Nicole Juarez,22.055,Seoul,Individual Contributor,1191,Shareholders,Board,Technology & IT,Technology,Quality Assurance,APAC,IT - Product Development,Quality Assurance,15+ Years,147500,48.0
1.22,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,1 - Unsatisfactory,5764,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Agency,False,False,Development,P3,IT - Product Development - P3 Business Analytics,Jeffrey Watts,4.205,Singapore,Individual Contributor,5629,Shareholders,Board,Technology & IT,Technology,Engineering,APAC,IT - Product Development,Engineering,02-05 Years,66200,33.0
1.115,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,2 - Needs Improvement,5765,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Sales,P3,Sales - Inside Sales - P3 Inside Sales Representative,Christopher Gray,7.411,London,Individual Contributor,1849,Shareholders,Board,Sales,Customer Care,,EMEA,Sales - Inside Sales,Customer Care,05-10 Years,69100,29.0
1.227,Above Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,5766,White,Male,Generation Y/Millenials (1981-1996),False,False,Internal,False,False,Sales,P4,Sales - Direct Sales - Senior Direct Sales Representative,Andrew Thompson,8.729,San Francisco,Individual Contributor,3334,Shareholders,Board,Sales,Account Executives,,AMER,Sales - Direct Sales,Account Executives,05-10 Years,135000,34.0
0.981,At Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,5767,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Sales,P3,Sales - Inside Sales - P3 Inside Sales Representative,Jennifer Miller,9.545,Toronto,Individual Contributor,4020,Shareholders,Board,Sales,Customer Care,,AMER,Sales - Inside Sales,Customer Care,05-10 Years,76000,32.0
1.181,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,2 - Needs Improvement,5768,Asian,Male,Generation Y/Millenials (1981-1996),False,True,Recruiter,False,False,Executive,P4,Board Management - Senior Board Associate,Benjamin Perry,9.534,Incheon,Vice President,1095,Shareholders,Board,,,,APAC,Board Management,Board,05-10 Years,90900,35.0
1.618,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,4 - Exceeds Expectations,5769,Hispanic,Female,Baby Boomers (1946-1964),False,False,Referral,False,False,Development,P5,IT - Product Development - Principal QA,Melissa Martin,13.392,London,Manager,2383,Shareholders,Board,Technology & IT,,,EMEA,IT - Product Development,Technology & IT,10-15 Years,197400,63.0
0.88,Below Compa-Ratio,AMER - Canada,Canada,1 - Unsatisfactory,5770,White,Female,Generation Z (1997 and onwards),False,False,Referral,False,False,Development,P1,IT - Product Development - P1 Business Analytics,Michelle Stephenson,0.603,Calgary,Individual Contributor,1087,Shareholders,Board,Technology & IT,IT,Security,AMER,IT - Product Development,Security,00-01 Years,48400,24.0
0.945,Below Compa-Ratio,AMER - Canada,Canada,2 - Needs Improvement,5771,White,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Finance,P2,FA - Accounting - P2 Accounting Settlement Specialist,Stephanie Vargas,5.929,Calgary,Individual Contributor,1063,Shareholders,Board,Finance,Financial Control,,AMER,FA - Accounting,Financial Control,05-10 Years,63800,28.0
1.316,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,3 - Meets Expectations,5772,White,Female,Generation Y/Millenials (1981-1996),False,True,Corporate Website,False,False,Sales,P3,Sales - Direct Sales - P3 Direct Sales Representative,Ms. Erin Chavez,2.775,London,Individual Contributor,1252,Shareholders,Board,Sales,Customer Care,,EMEA,Sales - Direct Sales,Customer Care,02-05 Years,81600,32.0
1.496,Above Compa-Ratio,AMER - Canada,Canada,2 - Needs Improvement,5773,White,Male,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Development,P5,IT - Product Development - Principal Data Scientist,Kristopher Guerrero,18.342,Edmonton,Individual Contributor,2936,Shareholders,Board,Technology & IT,Technology,Engineering,AMER,IT - Product Development,Engineering,15+ Years,228100,41.0
0.923,Below Compa-Ratio,AMER - Canada,Canada,1 - Unsatisfactory,5774,White,Female,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Services,P3,Human Resources - P3 Human Resources Analyst,Joann Jackson,8.156,Montreal,Individual Contributor,4219,Shareholders,Board,People & Operations,Pay & Reward,,AMER,Human Resources,Pay & Reward,05-10 Years,71500,31.0
1.385,Above Compa-Ratio,AMER - Canada,Canada,5 - Outstanding Performance,5775,Asian,Male,Generation Y/Millenials (1981-1996),True,True,Linkedin,False,False,Finance,P3,FA - Accounting - P3 Accounting Settlement Specialist,Jeremy Stewart,4.37,Toronto,Individual Contributor,4536,Shareholders,Board,Finance,Accounting,,AMER,FA - Accounting,Accounting,02-05 Years,107300,30.0
1.353,Above Compa-Ratio,AMER - United States of America,United States of America,2 - Needs Improvement,5776,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Development,P4,IT - Product Development - Senior QA,Tammy Yates,0.411,San Francisco,Individual Contributor,4821,Shareholders,Board,Technology & IT,IT,Network Support,AMER,IT - Product Development,Network Support,00-01 Years,148800,35.0
0.911,Below Compa-Ratio,Global Support - Asia/Pac,South Korea,4 - Exceeds Expectations,5777,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Development,P3,IT - Product Development - P3 Software Engineer,Christina Phillips,0.282,Seoul,Individual Contributor,3583,Shareholders,Board,Technology & IT,IT,Network Support,APAC,IT - Product Development,Network Support,00-01 Years,49400,32.0
1.028,At Compa-Ratio,AMER - United States of America,United States of America,2 - Needs Improvement,5778,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Internal,False,False,Development,P2,IT - Product Development - P2 Software Engineer,Julie Davis,3.441,San Francisco,Individual Contributor,1599,Shareholders,Board,Technology & IT,IT,Systems,AMER,IT - Product Development,Systems,02-05 Years,69400,28.0
1.078,Above Compa-Ratio,AMER - Canada,Canada,5 - Outstanding Performance,5779,Hispanic,Female,Generation Y/Millenials (1981-1996),True,False,Referral,False,False,Services,P4,Human Resources - Senior Human Resources Consultant,Rebecca Martinez,2.57,Montreal,Individual Contributor,4165,Shareholders,Board,People & Operations,Learning & Development,,AMER,Human Resources,Learning & Development,02-05 Years,118600,34.0
0.769,Below Compa-Ratio,AMER - Canada,Canada,2 - Needs Improvement,5780,Asian,Female,Generation X (1965-1980),False,False,Recruiter,False,True,Sales,M3,Sales - Management - Manager,Nancy Ferguson,13.205,Toronto,Manager,5038,Shareholders,Board,Sales,Marketing,,AMER,Sales - Management,Marketing,10-15 Years,140400,51.0
1.5,Above Compa-Ratio,AMER - Canada,Canada,5 - Outstanding Performance,5781,Hispanic,Female,Generation Y/Millenials (1981-1996),True,False,Linkedin,False,False,Development,P4,IT - Product Development - Senior Software Engineer,Kristin Foster,3.556,Montreal,Individual Contributor,3785,Shareholders,Board,Technology & IT,IT,Security,AMER,IT - Product Development,Security,02-05 Years,165000,35.0
1.272,Above Compa-Ratio,AMER - Canada,Canada,2 - Needs Improvement,5782,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Services,P3,Human Resources - P3 Human Resources Consultant,Micheal Velasquez,3.603,Toronto,Individual Contributor,2317,Shareholders,Board,People & Operations,Pay & Reward,,AMER,Human Resources,Pay & Reward,02-05 Years,98600,31.0
1.607,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,1 - Unsatisfactory,5783,Asian,Female,Baby Boomers (1946-1964),False,False,Internal,True,True,Executive,M8,Executive Management - Executive Vice President,Catherine Liu,11.797,Singapore,Executive Vice President,1000,Shareholders,,,,,APAC,Executive Management,Shareholders,10-15 Years,478200,60.0
0.917,Below Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,5784,White,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Sales,P3,Sales - Inside Sales - P3 Inside Sales Representative,Cynthia Williams,5.54,San Francisco,Individual Contributor,3134,Shareholders,Board,Sales,Marketing,,AMER,Sales - Inside Sales,Marketing,05-10 Years,71100,31.0
0.994,At Compa-Ratio,AMER - Canada,Canada,3 - Meets Expectations,5785,Hispanic,Female,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Sales,P3,Sales - Direct Sales - P3 Direct Sales Representative,Kimberly Jones,1.29,Toronto,Individual Contributor,4201,Shareholders,Board,Sales,Account Executives,,AMER,Sales - Direct Sales,Account Executives,01-02 Years,77000,29.0
0.897,Below Compa-Ratio,EMEA - France,France,1 - Unsatisfactory,5786,White,Male,Baby Boomers (1946-1964),False,False,Recruiter,False,True,Finance,M3,FA - Management - Manager,Bradley Warren,21.189,Paris,Manager,3360,Shareholders,Board,Finance,,,EMEA,FA - Management,Finance,15+ Years,131000,59.0
1.384,Above Compa-Ratio,EMEA - France,France,2 - Needs Improvement,5787,White,Male,Generation Y/Millenials (1981-1996),False,False,Agency,False,False,Sales,P4,Sales - Inside Sales - Senior Inside Sales Representative,Dean Dunn,4.049,Paris,Individual Contributor,4736,Shareholders,Board,Sales,Customer Care,,EMEA,Sales - Inside Sales,Customer Care,02-05 Years,121800,35.0
0.802,Below Compa-Ratio,AMER - United States of America,United States of America,4 - Exceeds Expectations,5788,White,Female,Baby Boomers (1946-1964),False,True,Recruiter,False,True,Finance,M2,FA - Management - Associate Manager,Amanda Henry,5.452,New York,Manager,5876,Shareholders,Board,Finance,,,AMER,FA - Management,Finance,05-10 Years,138300,63.0
1.137,Above Compa-Ratio,EMEA - France,France,1 - Unsatisfactory,5789,White,Female,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Finance,P4,FA - Accounting - Senior Accounting Settlement Specialist,Brenda Tyler,4.299,Marseille,Individual Contributor,4781,Shareholders,Board,Finance,Accounting,,EMEA,FA - Accounting,Accounting,02-05 Years,100100,33.0
1.297,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,3 - Meets Expectations,5790,White,Female,Generation Y/Millenials (1981-1996),False,False,Linkedin,False,False,Services,P3,Legal - Corporate - P3 Legal Consultant,Ann Hernandez,5.129,London,Individual Contributor,3404,Shareholders,Board,Legal,Employment Counsel,,EMEA,Legal - Corporate,Employment Counsel,05-10 Years,80400,31.0
1.364,Above Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,5791,White,Male,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Sales,P4,Sales - Direct Sales - Senior Direct Sales Representative,Javier Schultz,7.378,San Francisco,Individual Contributor,5620,Shareholders,Board,Sales,Sales Development,,AMER,Sales - Direct Sales,Sales Development,05-10 Years,150000,37.0
1.098,Above Compa-Ratio,EMEA - France,France,4 - Exceeds Expectations,5792,White,Female,Generation Y/Millenials (1981-1996),False,True,Recruiter,False,False,Development,P3,IT - Product Development - P3 Software Engineer,Paige Murray,3.693,Paris,Individual Contributor,2463,Shareholders,Board,Technology & IT,IT,Support Services,EMEA,IT - Product Development,Support Services,02-05 Years,68100,34.0
1.5,Above Compa-Ratio,EMEA - France,France,1 - Unsatisfactory,5793,White,Female,Generation X (1965-1980),False,False,Corporate Website,False,False,Finance,P5,FA - Accounting - Principal Accounting Settlement Specialist,Wendy Morgan,20.205,Paris,Individual Contributor,2702,Shareholders,Board,Finance,Financial Control,,EMEA,FA - Accounting,Financial Control,15+ Years,183000,43.0
1.446,Above Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,5794,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Agency,False,False,Sales,P4,Sales - Direct Sales - Senior Direct Sales Representative,Alexandra Johnson,4.836,San Francisco,Individual Contributor,5092,Shareholders,Board,Sales,Customer Care,,AMER,Sales - Direct Sales,Customer Care,02-05 Years,159100,34.0
0.979,At Compa-Ratio,AMER - Canada,Canada,1 - Unsatisfactory,5795,Hispanic,Female,Generation Z (1997 and onwards),False,False,Recruiter,False,False,Sales,P2,Sales - Inside Sales - P2 Inside Sales Representative,Allison Pacheco,3.121,Vancouver,Individual Contributor,4987,Shareholders,Board,Sales,Customer Care,,AMER,Sales - Inside Sales,Customer Care,02-05 Years,66100,26.0
0.719,Below Compa-Ratio,Global Support - Asia/Pac,South Korea,2 - Needs Improvement,5796,White,Female,Generation Z (1997 and onwards),False,False,Linkedin,False,False,Sales,P1,Sales - Inside Sales - P1 Inside Sales Representative,Erica Todd,3.049,Busan,Individual Contributor,1170,Shareholders,Board,Sales,Marketing,Content Marketing,APAC,Sales - Inside Sales,Content Marketing,02-05 Years,27700,25.0
1.333,Above Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,5797,American Indian or Alaska Native,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Sales,P4,Sales - Direct Sales - Senior Direct Sales Representative,Kevin Miller,1.134,San Francisco,Individual Contributor,4020,Shareholders,Board,Sales,Customer Care,,AMER,Sales - Direct Sales,Customer Care,01-02 Years,146600,34.0
1.061,Above Compa-Ratio,AMER - United States of America,United States of America,5 - Outstanding Performance,5798,Asian,Female,Generation Y/Millenials (1981-1996),True,False,Recruiter,False,False,Finance,P3,FA - Accounting - P3 Accounting Settlement Specialist,Tiffany Garcia,5.63,New York,Individual Contributor,1542,Shareholders,Board,Finance,Financial Control,,AMER,FA - Accounting,Financial Control,05-10 Years,82200,32.0
0.935,Below Compa-Ratio,Global Support - Asia/Pac,Singapore,1 - Unsatisfactory,5799,White,Male,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Sales,P2,Sales - Inside Sales - P2 Inside Sales Representative,Joshua Watson,3.244,Singapore,Individual Contributor,5428,Shareholders,Board,Sales,Customer Care,,APAC,Sales - Inside Sales,Customer Care,02-05 Years,44200,27.0
1.265,Above Compa-Ratio,AMER - Canada,Canada,1 - Unsatisfactory,5800,Hispanic,Female,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Finance,P4,FA - Accounting - Senior Accounting Settlement Specialist,Nicole Jacobs,6.532,Calgary,Individual Contributor,5225,Shareholders,Board,Finance,Financial Control,,AMER,FA - Accounting,Financial Control,05-10 Years,139200,35.0
0.973,At Compa-Ratio,EMEA - France,France,4 - Exceeds Expectations,5801,Hispanic,Female,Generation Y/Millenials (1981-1996),False,False,Internal,False,False,Services,P3,Legal - Corporate - P3 Legal Associate Consultant,Virginia Edwards,3.871,Paris,Individual Contributor,2812,Shareholders,Board,Legal,Employment Counsel,,EMEA,Legal - Corporate,Employment Counsel,02-05 Years,60300,31.0
1.017,At Compa-Ratio,EMEA - France,France,2 - Needs Improvement,5802,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Sales,P2,Sales - Direct Sales - P2 Direct Sales Representative,Robert Gordon,6.216,Paris,Individual Contributor,1628,Shareholders,Board,Sales,Sales Development,,EMEA,Sales - Direct Sales,Sales Development,05-10 Years,54900,29.0
1.329,Above Compa-Ratio,AMER - United States of America,United States of America,4 - Exceeds Expectations,5803,American Indian or Alaska Native,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Sales,P3,Sales - Inside Sales - P3 Inside Sales Representative,Dorothy Moore,3.926,San Francisco,Individual Contributor,3485,Shareholders,Board,Sales,Customer Care,,AMER,Sales - Inside Sales,Customer Care,02-05 Years,103000,31.0
0.841,Below Compa-Ratio,AMER - United States of America,United States of America,5 - Outstanding Performance,5804,Asian,Male,Generation X (1965-1980),True,False,Corporate Website,False,True,Sales,M3,Sales - Management - Manager,Charles Barnett,17.074,San Francisco,Manager,3099,Shareholders,Board,Sales,,,AMER,Sales - Management,Sales,15+ Years,153400,47.0
1.246,Above Compa-Ratio,AMER - Canada,Canada,5 - Outstanding Performance,5805,Asian,Male,Generation Y/Millenials (1981-1996),True,True,Agency,False,False,Development,P3,IT - Product Development - P3 Data Scientist,Dustin Boyd,2.71,Vancouver,Individual Contributor,1845,Shareholders,Board,Technology & IT,Technology,Design,AMER,IT - Product Development,Design,02-05 Years,96600,30.0
0.939,Below Compa-Ratio,AMER - United States of America,United States of America,2 - Needs Improvement,5806,Hispanic,Female,Generation Y/Millenials (1981-1996),False,False,Agency,False,False,Services,P3,Human Resources - P3 Human Resources Analyst,Brittany Holloway,1.951,San Francisco,Individual Contributor,1280,Shareholders,Board,People & Operations,Learning & Development,,AMER,Human Resources,Learning & Development,01-02 Years,72800,30.0
1.306,Above Compa-Ratio,AMER - Canada,Canada,3 - Meets Expectations,5807,White,Male,Generation Y/Millenials (1981-1996),False,True,Referral,False,False,Executive,P4,Board Management - Senior Board Associate,Marc Williams,14.778,Toronto,Vice President,2219,Shareholders,Board,,,,AMER,Board Management,Board,10-15 Years,143700,36.0
1.304,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,5 - Outstanding Performance,5808,Asian,Female,Generation Y/Millenials (1981-1996),True,False,Linkedin,False,False,Executive,P4,Board Management - Senior Board Associate,Amanda Hamilton,4.118,Singapore,Vice President,4286,Shareholders,Board,,,,APAC,Board Management,Board,02-05 Years,100400,36.0
1.559,Above Compa-Ratio,AMER - Canada,Canada,1 - Unsatisfactory,5809,Black or African American,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Finance,P5,FA - Accounting - Principal Accounting Settlement Specialist,Kyle Smith,12.647,Toronto,Individual Contributor,4616,Shareholders,Board,Finance,Financial Control,,AMER,FA - Accounting,Financial Control,10-15 Years,237800,41.0
1.174,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,3 - Meets Expectations,5810,White,Female,Generation X (1965-1980),False,False,Corporate Website,False,False,Executive,P5,Executive Management - Principal Operations Executive,Danielle Reed,15.068,London,Vice President,3423,Shareholders,,,,,EMEA,Executive Management,Shareholders,15+ Years,143200,43.0
1.227,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,2 - Needs Improvement,5811,Asian,Male,Generation X (1965-1980),False,False,Referral,False,False,Development,P5,IT - Product Development - Principal Software Engineer,Isaiah Black,22.556,Gwangju,Individual Contributor,5500,Shareholders,Board,Technology & IT,Technology,Engineering,APAC,IT - Product Development,Engineering,15+ Years,131000,57.0
1.332,Above Compa-Ratio,EMEA - France,France,2 - Needs Improvement,5812,White,Female,Generation X (1965-1980),False,False,Agency,False,False,Executive,P5,Board Management - Principal Board Associate,Jennifer Hart,14.427,Toulouse,Vice President,4649,Shareholders,Board,,,,EMEA,Board Management,Board,10-15 Years,162500,55.0
1.085,Above Compa-Ratio,AMER - United States of America,United States of America,5 - Outstanding Performance,5813,White,Male,Generation Y/Millenials (1981-1996),True,False,Recruiter,False,False,Sales,P3,Sales - Direct Sales - P3 Direct Sales Representative,Chase Adams,10.742,San Francisco,Individual Contributor,5623,Shareholders,Board,Sales,Sales Development,,AMER,Sales - Direct Sales,Sales Development,10-15 Years,84100,33.0
1.355,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,4 - Exceeds Expectations,5814,White,Male,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Sales,P4,Sales - Inside Sales - Senior Inside Sales Representative,Frank Stanley,3.967,Singapore,Individual Contributor,5076,Shareholders,Board,Sales,Customer Care,,APAC,Sales - Inside Sales,Customer Care,02-05 Years,104300,34.0
1.241,Above Compa-Ratio,AMER - United States of America,United States of America,2 - Needs Improvement,5815,Black or African American,Male,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Services,P3,Legal - Corporate - P3 Legal Consultant,Roberto Glover,4.236,San Francisco,Individual Contributor,4096,Shareholders,Board,Legal,Compliance & Regulation,,AMER,Legal - Corporate,Compliance & Regulation,02-05 Years,96200,29.0
1.482,Above Compa-Ratio,AMER - United States of America,United States of America,5 - Outstanding Performance,5816,Hispanic,Male,Generation X (1965-1980),True,False,Referral,False,False,Finance,P5,FA - Accounting - Principal Finance Analyst,Andrew Klein,18.186,New York,Individual Contributor,4863,Shareholders,Board,Finance,Accounting,,AMER,FA - Accounting,Accounting,15+ Years,226000,43.0
1.189,Above Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,5817,White,Male,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Sales,P4,Sales - Direct Sales - Senior Direct Sales Representative,Anthony Clark,6.625,New York,Individual Contributor,5076,Shareholders,Board,Sales,Account Executives,,AMER,Sales - Direct Sales,Account Executives,05-10 Years,130800,34.0
1.02,At Compa-Ratio,AMER - United States of America,United States of America,5 - Outstanding Performance,5818,Hispanic,Male,Generation Y/Millenials (1981-1996),True,False,Corporate Website,False,False,Executive,P4,Board Management - Senior Board Associate,Scott Grant,5.756,San Francisco,Vice President,2923,Shareholders,Board,,,,AMER,Board Management,Board,05-10 Years,112200,35.0
1.182,Above Compa-Ratio,AMER - Canada,Canada,2 - Needs Improvement,5819,Hispanic,Female,Generation Y/Millenials (1981-1996),False,True,Referral,False,False,Sales,P3,Sales - Direct Sales - P3 Direct Sales Representative,Rachel Smith,6.488,Vancouver,Individual Contributor,5958,Shareholders,Board,Sales,Marketing,Content Marketing,AMER,Sales - Direct Sales,Content Marketing,05-10 Years,91600,31.0
1.196,Above Compa-Ratio,AMER - United States of America,United States of America,2 - Needs Improvement,5820,White,Female,Generation Y/Millenials (1981-1996),False,False,Agency,False,False,Executive,P4,Board Management - Senior Board Associate,Makayla Mays,1.373,San Francisco,Vice President,2313,Shareholders,Board,,,,AMER,Board Management,Board,01-02 Years,131600,35.0
0.905,Below Compa-Ratio,AMER - United States of America,United States of America,2 - Needs Improvement,5821,White,Female,Baby Boomers (1946-1964),False,True,Recruiter,False,True,Sales,M3,Sales - Management - Manager,Cathy Brown,11.649,San Francisco,Manager,5725,Shareholders,Board,Sales,Marketing,,AMER,Sales - Management,Marketing,10-15 Years,165100,59.0
1.197,Above Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,5822,Hispanic,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Development,P4,IT - Product Development - Senior Software Engineer,Amber Martinez,4.74,New York,Individual Contributor,2070,Shareholders,Board,Technology & IT,IT,Security,AMER,IT - Product Development,Security,02-05 Years,131700,35.0
0.786,Below Compa-Ratio,EMEA - United Kingdom,United Kingdom,2 - Needs Improvement,5823,White,Female,Generation Z (1997 and onwards),False,False,Referral,False,False,Development,P1,IT - Product Development - P1 Software Engineer,Sandy Martinez,2.468,London,Individual Contributor,3326,Shareholders,Board,Technology & IT,Technology,Design,EMEA,IT - Product Development,Design,02-05 Years,34600,24.0
1.157,Above Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,5824,Asian,Male,Generation Y/Millenials (1981-1996),False,True,Referral,False,False,Sales,P3,Sales - Direct Sales - P3 Direct Sales Representative,Joseph Smith,5.696,San Francisco,Individual Contributor,4180,Shareholders,Board,Sales,Customer Care,,AMER,Sales - Direct Sales,Customer Care,05-10 Years,89700,32.0
1.143,Above Compa-Ratio,AMER - United States of America,United States of America,5 - Outstanding Performance,5825,White,Female,Generation Y/Millenials (1981-1996),True,False,Corporate Website,False,False,Development,P3,IT - Product Development - P3 Business Analytics,Deanna Vincent,1.142,San Francisco,Individual Contributor,1896,Shareholders,Board,Technology & IT,IT,Network Support,AMER,IT - Product Development,Network Support,01-02 Years,88600,29.0
